id,type,breed,age,gender,size,description,name
65563283,Dog,American Staffordshire Terrier,Adult,Male,Medium,"If you have ANY QUESTIONS or are truly interested in adopting any animal from PAW Animal Shelter Please, fillout an...",D- O- G * (Charlie)
65563284,Dog,American Bulldog,Adult,Male,Medium,"If you have ANY QUESTIONS or are truly interested in adopting any animal from PAW Animal Shelter Please, fillout an...",Pick Up
65563287,Dog,Mixed Breed,Adult,Male,Medium,"If you have ANY QUESTIONS or are truly interested in adopting any animal from PAW Animal Shelter Please, fillout an...",River
65563290,Dog,American Staffordshire Terrier,Adult,Female,Medium,"If you have ANY QUESTIONS or are truly interested in adopting any animal from PAW Animal Shelter Please, fillout an...",Ellen
65563291,Dog,Cattle Dog,Young,Female,Medium,"If you have ANY QUESTIONS or are truly interested in adopting any animal from PAW Animal Shelter Please, fillout an...",Magnolia
65563292,Dog,Mixed Breed,Adult,Male,Large,"If you have ANY QUESTIONS or are truly interested in adopting any animal from PAW Animal Shelter Please, fillout an...",Malachi
65563293,Dog,American Bulldog,Young,Male,Medium,"If you have ANY QUESTIONS or are truly interested in adopting any animal from PAW Animal Shelter Please, fillout an...",Bullseye
65563294,Dog,Labrador Retriever,Adult,Female,Medium,"If you have ANY QUESTIONS or are truly interested in adopting any animal from PAW Animal Shelter Please, fillout an...",Coco Chanel
65563152,Dog,American Staffordshire Terrier,Adult,Female,Medium,"All dogs will be altered, microchipped, and receive age-appropriate vaccines prior to adoption. Please note that the listed location for...",Elmira
65563139,Dog,Black Mouth Cur,Young,Male,Medium,Meet Bane: Bane is around a 2 year old (as of July 2023) black mouth cur mix (best guess) that...,Bane
65563140,Dog,Cattle Dog,Adult,Male,Medium,"Boe aka Blue

 


	Do you have what it takes to be Boe&amp;#39;s furever family? Boe is coming back to us...",Blue aka Boe
65563133,Dog,Cairn Terrier,Baby,Female,Small,"Ermagherd, what to say about Peaches? Is she a cairn terrier/chihuahua mix? Maybe. Is she 100% too cute? Yes. This...",Peaches
65563132,Dog,American Bulldog,Adult,Female,Large,"IF YOU ARE INTERESTED IN THIS PET, PLEASE COMPLETE THE APPROPRIATE APPLICATION FOUND ON OUR WEBSITE HTTP://FUREVERTAILS.COM. Unfortunately, at this...",Luna
65563131,Dog,Shih Tzu,Adult,Male,Small,"IF YOU ARE INTERESTED IN THIS PET, PLEASE COMPLETE THE APPROPRIATE APPLICATION FOUND ON OUR WEBSITE HTTP://FUREVERTAILS.COM. Unfortunately, at this...",Oreo
65563130,Dog,Chihuahua,Baby,Male,Small,Adorable Chihuahua mix puppy Brandon available soon! Brandon is an adorable little guy who has a smooth white and brown...,Brandon
65563129,Dog,Rottweiler,Young,Male,Large,,Gameboy
65563122,Dog,Pug,Baby,Female,Small,Hi my name is Ezra! I am a 12 week old puggle. I am very playful! I love running around...,Ezra
65563119,Dog,Golden Retriever,Baby,Female,Medium,This adorable litter was born in foster care in our rescue. We pulled their mom from a puppy mill and...,Alexandrite
65563118,Dog,Golden Retriever,Baby,Female,Medium,This adorable litter was born in foster care in our rescue. We pulled their mom from a puppy mill and...,Crystal
65563120,Dog,Mixed Breed,Baby,Female,Small,Ruby s pups are almost ready for their forever homes!!! Go home date is August 1st!! They will be utd...,Naveen
65563121,Dog,Beagle,Baby,Female,Medium,,Clove
65563117,Dog,Golden Retriever,Baby,Female,Medium,This adorable litter was born in foster care in our rescue. We pulled their mom from a puppy mill and...,Topaz
65563113,Dog,Golden Retriever,Baby,Male,Medium,This adorable litter was born in foster care in our rescue. We pulled their mom from a puppy mill and...,Jasper
65563116,Dog,Golden Retriever,Baby,Male,Medium,This adorable litter was born in foster care in our rescue. We pulled their mom from a puppy mill and...,Onyx
65563115,Dog,Golden Retriever,Baby,Female,Medium,This adorable litter was born in foster care in our rescue. We pulled their mom from a puppy mill and...,Ruby
65563112,Dog,Golden Retriever,Baby,Female,Medium,This adorable litter was born in foster care in our rescue. We pulled their mom from a puppy mill and...,Pearl
65563114,Dog,Golden Retriever,Baby,Female,Medium,This adorable litter was born in foster care in our rescue. We pulled their mom from a puppy mill and...,Opal
65563106,Dog,Husky,Baby,Male,Large,"Chip is a personal fave. He loves humans, attention and to cuddle. He also loves to play/wrestle with the rest...",Chip
65563107,Dog,Husky,Baby,Female,Large,Lilo looks identical to her brother Chip. On the smaller side. Playful and sweet. Loves adults and kids. She loves...,Lilo
65563108,Dog,Husky,Baby,Female,Large,"Elsa has the biggest personality of all her siblings. Loves to play/wrestle, chew on toys/sticks and food motivated. Very sweet...",Elsa
65563110,Dog,Husky,Baby,Male,Large,"Dodger is a sweetheart and very calm. He loves humans, attention and to cuddle. He will play with the pack...",Dodger
65563109,Dog,Husky,Baby,Female,Large,"Winnie loves to play/wrestle but can also be very chill, likes to chew on toys/sticks and food motivated. Very sweet...",Winnie
65563105,Dog,Husky,Baby,Female,Large,"Nala is a spitfire, but also sweet, once she gets to know you. She can be cautious around people and...",Nala
65563102,Dog,Chihuahua,Baby,Female,Small,Heather is an 8 month old Chi-weenie mix puppy. A little shy but super sweet. She is in Oklahoma until...,Heather
65563101,Dog,Dachshund,Young,Male,Small,Edward is a 2ish year old long haired Dachshund. Good with other dogs. He is getting a good teeth cleaning...,Edward
65563104,Dog,Mixed Breed,Baby,Female,Medium,"10-11 week old mixed breed puppy, Michelle was on the euthanasia list at another shelter and Purcell Shelter pulled her...",Michelle
65563103,Dog,Chihuahua,Baby,Female,Small,Linda is an 8 month old Chi-weenie mix puppy. A little shy but super sweet. She is in Oklahoma until...,Linda
65563100,Dog,Pekingese,Baby,Male,Small,"****PLEASE READ ENTIRE BIO BEFORE ADOPTING*****

PJ is a super adorable looking guy, but his personality is not for everyone....",PJ
65563089,Dog,Mixed Breed,Young,Female,Medium,"The star of everyone&amp;#39;s eyes!

Hey guys! I am Madi also known by Twinkle and I am 1 year old,...",Madi/Twinkle
65563088,Dog,Poodle,Adult,Male,Small,"Introducing Cullen Sunday! This cute little poodle mix is well mannered, small, quiet, and lower energy boy who is looking...",Cullen Sunday
65563087,Dog,German Shepherd Dog,Adult,Female,Medium,"Amber Rose the beautiful shepherd mix is smart, fun, friendly with everyone, and is officially seeking her forever home!

Amber...",Amber Rose
65563084,Dog,Dutch Shepherd,Adult,Male,Medium,"History

Originally from a shelter in New Mexico, Chai was transferred to the Front Range in 2022 from where he...",Chai *Courtesy Post*
65563069,Dog,Shepherd,Adult,Female,Medium,,Azuko
65563068,Dog,Feist,Young,Female,Medium,,Maggie
65563067,Dog,Feist,Young,Female,Medium,,Dolli
65563064,Dog,Chihuahua,Baby,Male,Small,,Marcus
65563063,Dog,Beagle,Adult,Male,Medium,"Meet Wayne! He is a 4 year old tri colored Beagle weighing just 20 pounds. Wayne and his traveling buddy,...",Wayne
65563061,Dog,Labrador Retriever,Baby,Female,Medium,"Available for Pre-adoption!

Raga is a sweet, kind and gentle puppy. She is well mannered, obedient, easy going, playful and...",RAGA
65563060,Dog,Boston Terrier,Baby,Male,Medium,"Available for Pre-adoption!

Sam is the definition of pure and absolute love. When rescued he had a severe laceration on...",SAM
65563062,Dog,Chihuahua,Adult,Female,Medium,"Available for Pre-adoption!

Pasha is one of the sweetest most loving furbabies. She is such a happy girl with the...",PASHA
65563057,Dog,Flat-Coated Retriever,Young,Male,Medium,"Meet our adorable young flat coated retriever mix Spot. He is around 12 months old and 35lbs.

Here are some...",Spot
65563056,Dog,Australian Cattle Dog / Blue Heeler,Young,Male,Medium,"Meet our adorable young blue heeler mix Outlaw He is around 7 months old and 30lbs.

Here are some videos...",Outlaw
65563052,Dog,French Bulldog,Baby,Male,Medium,Neo is A Fun Loving Puppy.  Neo was found in a crate with a bowl of water on a suburban...,Neo
65563005,Dog,Australian Cattle Dog / Blue Heeler,Baby,Male,Medium,This little baby is brand new to the program and the world! We have included a photo of the mother...,Lucky
65563004,Dog,Australian Cattle Dog / Blue Heeler,Baby,Male,Medium,This little baby is brand new to the program and the world! We have included a photo of the mother...,Tigger
65563003,Dog,Australian Cattle Dog / Blue Heeler,Baby,Male,Medium,This little baby is brand new to the program and the world! We have included a photo of the mother...,Rocko
65563001,Dog,Australian Cattle Dog / Blue Heeler,Baby,Male,Medium,This little baby is brand new to the program and the world! We have included a photo of the mother...,Rocky
65563000,Dog,Australian Cattle Dog / Blue Heeler,Baby,Male,Medium,This little baby is brand new to the program and the world! We have included a photo of the mother...,Teddy
65562999,Dog,Australian Cattle Dog / Blue Heeler,Baby,Female,Medium,This little baby is brand new to the program and the world! We have included a photo of the mother...,Care Bear
65563002,Dog,Australian Cattle Dog / Blue Heeler,Baby,Female,Medium,This little baby is brand new to the program and the world! We have included a photo of the mother...,Roxie
65562971,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days!! 
He has...",Rooster
65562968,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days!! 
He has...",Rooster
65562966,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days!!
He has...",Rooster
65562952,Dog,Beagle,Adult,Female,Small,"This is Baby. She is a perky, bubbly girl who was brought to us. She is eager to go places...",Babi
65562940,Dog,Chihuahua,Adult,Female,Small,"All Dallas Pets Alive adoptable pets are spayed or neutered, microchipped, and up to date on vaccines upon adoption. The...",Lippy
65562941,Dog,Terrier,Young,Male,Medium,,Walker III
65562937,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days! 
He has...",Rooster
65562934,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days! 
He has...",Rooster
65562931,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days ??
He...",Rooster
65562928,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days!!
He has...",Rooster
65562925,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days ??
He...",Rooster
65562924,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days ??
He...",Rooster
65562923,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days ??
He...",Rooster
65562922,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days ??
He...",Rooster
65562921,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days ??
He...",Rooster
65562920,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days ??
He...",Rooster
65562919,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days! 
He has...",Rooster
65562918,Dog,American Staffordshire Terrier,Young,Male,Medium,"Meet Aspen!
Aspen is an ADORABLE 1 year old Male staffy terrier mix that weighs only 39 pounds! This HAPPY...",Aspen
65562917,Dog,American Staffordshire Terrier,Young,Male,Medium,"Meet Aspen!
Aspen is an ADORABLE 1 year old Male staffy terrier mix that weighs only 39 pounds! This HAPPY...",Aspen
65562915,Dog,American Staffordshire Terrier,Young,Male,Medium,"Meet Aspen!
Aspen is an ADORABLE 1 year old Male staffy terrier mix that weighs only 39 pounds! This HAPPY...",Aspen
65562908,Dog,Schnauzer,Baby,Female,Small,"mamasboys3@aol.com 
To:
Gina Castillo

Sun, Jul 23 at 12:13 AM

Two Times The Fun....That&#039;s Our Abby and Gabby.

Meet Abby...",Abby and Gabby
65562905,Dog,Yorkshire Terrier,Young,Female,Small,"To adopt this pet, please go to hsnwga.org, &amp;#39;Adoption&amp;#39; then &amp;#39;Application for Adoption&amp;#39;, to complete an online application to be...",Storm
65562902,Dog,American Staffordshire Terrier,Young,Male,Medium,"Meet Aspen!
Aspen is an ADORABLE 1 year old Male staffy terrier mix that weighs only 39 pounds! This HAPPY...",Aspen
65562900,Dog,Shepherd,Young,Male,Large,Meet Bentley!!!! This 2 yo shepherd is a beautiful boy! He is around 80 pounds and thinks he’s a lap...,Bentley
65562899,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days! 
He has...",Rooster
65562897,Dog,Staffordshire Bull Terrier,Young,Male,Large,"This is Rooster!!

He has been looking for a forever family for a YEAR now. Almost 365 days! 
He has...",Rooster
65562896,Dog,Husky,Young,Male,Large,"Meet Zuko! Zuko is a beautiful 2 years old husky / shepherd mix . He’s medium to high energy, is...",Zuko
65562895,Dog,Husky,Young,Male,Large,"Meet Zuko! Zuko is a beautiful 2 years old husky / shepherd mix . He’s medium to high energy, is...",Zuko
65562894,Dog,Husky,Young,Male,Large,"Meet Zuko! Zuko is a beautiful 2 years old husky / shepherd mix . He’s medium to high energy, is...",Zuko
65562893,Dog,Husky,Young,Male,Large,"Meet Zuko! Zuko is a beautiful 2 years old husky / shepherd mix . He’s medium to high energy, is...",Zuko
65562891,Dog,Husky,Young,Male,Large,"Meet Zuko! Zuko is a beautiful 2 years old husky / shepherd mix . He’s medium to high energy, is...",Zuko
65549155,Dog,Terrier,Young,Male,Small,My name is Spike and I am a Terrier mix around ten or eleven months old. I am a shy...,Spike
65562885,Dog,Siberian Husky,Young,Female,Medium,"MEET LUNETTE!!
Lunette  Meet Lunette!!! Lunette is 2 years old 45 lbs. Lunette has such a hilariously independent and confident...",Lunnette
65562884,Dog,Husky,Young,Male,Large,"Meet Zuko! Zuko is a beautiful 2 years old husky / shepherd mix . He’s medium to high energy, is...",Zuko
